"sku_id","article","brand","category","units_sold","revenue","profit","margin_percent"
62,"ДЕТ-000062","ДетиНеВыносят","Штаны",40,171060.0,76881.0,44.94
184,"ДЕТ-000184","ДетиНосят","Футболки",75,373450.0,150555.0,40.31
890,"ДЕТ-000890","ДетиНосят","Штаны",7,18590.0,6538.2,35.17
2931,"ДЕТ-002931","ДетиНосят","Худи",80,565380.0,203104.0,35.92
4859,"ДЕТ-004859","ДетиНеВыносят","Худи",31,138870.0,53807.0,38.75
2127,"ДЕТ-002127","ДетиНеВыносят","Штаны",4,9200.0,3060.0,33.26
3322,"ДЕТ-003322","ДетиНосят","Комбинезоны",28,275190.0,109804.0,39.90
3169,"ДЕТ-003169","ДетиПоносят","Пижамы",48,242330.0,90664.0,37.41
1633,"ДЕТ-001633","ДетиНосят","Футболки",13,41450.0,16668.5,40.21
926,"ДЕТ-000926","ДетиНеВыносят","Футболки",197,538040.0,221415.0,41.15
755,"ДЕТ-000755","ДетиНосят","Комбинезоны",136,518180.0,222131.6,42.87
72,"ДЕТ-000072","ДетиНосят","Штаны",25,79900.0,36487.0,45.67
489,"ДЕТ-000489","ДетиПоносят","Пижамы",43,103640.0,31234.8,30.14
1012,"ДЕТ-001012","ДетиПоносят","Куртки",81,454080.0,158439.0,34.89
1540,"ДЕТ-001540","ДетиНеВыносят","Пижамы",16,97630.0,31656.0,32.42
1679,"ДЕТ-001679","ДетиПоносят","Куртки",5,29540.0,12591.0,42.62
1474,"ДЕТ-001474","ДетиНосят","Футболки",59,100670.0,34416.5,34.19
322,"ДЕТ-000322","ДетиНосят","Комбинезоны",30,300120.0,145842.0,48.59
2971,"ДЕТ-002971","ДетиПоносят","Футболки",32,87470.0,37741.5,43.15
3534,"ДЕТ-003534","ДетиНеВыносят","Пижамы",96,869900.0,444318.0,51.08
1025,"ДЕТ-001025","ДетиНосят","Худи",27,280990.0,153018.0,54.46
3197,"ДЕТ-003197","ДетиНосят","Худи",102,143700.0,35400.0,24.63
1306,"ДЕТ-001306","ДетиНосят","Комбинезоны",4,36960.0,15392.0,41.65
4068,"ДЕТ-004068","ДетиНосят","Комбинезоны",116,479740.0,179847.2,37.49
440,"ДЕТ-000440","ДетиНеВыносят","Футболки",15,136500.0,69870.0,51.19
2277,"ДЕТ-002277","ДетиНосят","Штаны",25,41830.0,16639.0,39.78
2011,"ДЕТ-002011","ДетиНеВыносят","Комбинезоны",2,2780.0,894.4,32.17
1001,"ДЕТ-001001","ДетиПоносят","Куртки",144,1426100.0,629993.0,44.18
431,"ДЕТ-000431","ДетиНосят","Комбинезоны",3,6810.0,1506.0,22.11
4198,"ДЕТ-004198","ДетиНеВыносят","Футболки",62,443730.0,218556.4,49.25
1367,"ДЕТ-001367","ДетиНосят","Куртки",77,296040.0,129615.2,43.78
3575,"ДЕТ-003575","ДетиПоносят","Футболки",3,26530.0,11927.5,44.96
4700,"ДЕТ-004700","ДетиНеВыносят","Пижамы",222,2383450.0,1228508.5,51.54
1997,"ДЕТ-001997","ДетиПоносят","Штаны",376,1538480.0,562006.4,36.53
1277,"ДЕТ-001277","ДетиНеВыносят","Футболки",36,37500.0,12678.0,33.81
1819,"ДЕТ-001819","ДетиПоносят","Штаны",35,230960.0,64298.0,27.84
1228,"ДЕТ-001228","ДетиНосят","Куртки",10,42350.0,17917.0,42.31
702,"ДЕТ-000702","ДетиНосят","Куртки",49,456310.0,194491.2,42.62
2717,"ДЕТ-002717","ДетиПоносят","Футболки",198,589510.0,235628.8,39.97
3515,"ДЕТ-003515","ДетиНеВыносят","Худи",58,183380.0,58312.0,31.80
3397,"ДЕТ-003397","ДетиПоносят","Футболки",20,196130.0,80544.0,41.07
4078,"ДЕТ-004078","ДетиНеВыносят","Пижамы",57,232750.0,76313.5,32.79
2215,"ДЕТ-002215","ДетиНосят","Футболки",27,216340.0,89129.2,41.20
1836,"ДЕТ-001836","ДетиНосят","Комбинезоны",174,1555670.0,695919.5,44.73
2540,"ДЕТ-002540","ДетиНосят","Футболки",75,128700.0,43305.0,33.65
2863,"ДЕТ-002863","ДетиНеВыносят","Футболки",75,82530.0,25151.4,30.48
2755,"ДЕТ-002755","ДетиПоносят","Куртки",4,2800.0,-60.0,-2.14
2040,"ДЕТ-002040","ДетиПоносят","Футболки",37,220400.0,120401.0,54.63
3176,"ДЕТ-003176","ДетиПоносят","Футболки",5,35300.0,13030.0,36.91
2346,"ДЕТ-002346","ДетиНосят","Худи",38,61940.0,23119.2,37.33
4743,"ДЕТ-004743","ДетиПоносят","Худи",61,133430.0,51051.0,38.26
1338,"ДЕТ-001338","ДетиНеВыносят","Комбинезоны",63,442390.0,159248.5,36.00
1865,"ДЕТ-001865","ДетиПоносят","Пижамы",56,53690.0,27041.0,50.37
1014,"ДЕТ-001014","ДетиНеВыносят","Куртки",3,8310.0,3409.8,41.03
4889,"ДЕТ-004889","ДетиНосят","Футболки",89,462550.0,169409.0,36.63
3379,"ДЕТ-003379","ДетиНосят","Футболки",59,554520.0,278172.0,50.16
2712,"ДЕТ-002712","ДетиНеВыносят","Куртки",77,216390.0,96175.2,44.45
4783,"ДЕТ-004783","ДетиПоносят","Комбинезоны",228,1582280.0,562030.4,35.52
1877,"ДЕТ-001877","ДетиПоносят","Комбинезоны",38,299560.0,121416.8,40.53
2948,"ДЕТ-002948","ДетиПоносят","Пижамы",72,192210.0,67696.8,35.22
4556,"ДЕТ-004556","ДетиНеВыносят","Футболки",179,122060.0,14788.0,12.12
4368,"ДЕТ-004368","ДетиПоносят","Худи",2,4860.0,1809.0,37.22
1982,"ДЕТ-001982","ДетиПоносят","Футболки",60,436980.0,190143.6,43.51
2267,"ДЕТ-002267","ДетиНосят","Футболки",111,395110.0,189854.8,48.05
1218,"ДЕТ-001218","ДетиПоносят","Пижамы",184,276460.0,86710.0,31.36
3808,"ДЕТ-003808","ДетиНеВыносят","Штаны",166,405600.0,166642.0,41.09
2895,"ДЕТ-002895","ДетиПоносят","Пижамы",95,454240.0,192736.8,42.43
2456,"ДЕТ-002456","ДетиНосят","Футболки",12,37560.0,17448.0,46.45
1625,"ДЕТ-001625","ДетиНосят","Худи",76,519170.0,176429.6,33.98
31,"ДЕТ-000031","ДетиНеВыносят","Куртки",74,226960.0,70124.0,30.90
4900,"ДЕТ-004900","ДетиНеВыносят","Худи",32,107580.0,39408.0,36.63
4292,"ДЕТ-004292","ДетиПоносят","Комбинезоны",16,149580.0,74510.4,49.81
4532,"ДЕТ-004532","ДетиПоносят","Худи",66,256540.0,114809.2,44.75
4586,"ДЕТ-004586","ДетиНосят","Футболки",165,764670.0,319191.0,41.74
4616,"ДЕТ-004616","ДетиНосят","Худи",25,201650.0,77310.0,38.34
1699,"ДЕТ-001699","ДетиПоносят","Футболки",28,139100.0,65540.0,47.12
4883,"ДЕТ-004883","ДетиНосят","Штаны",133,120270.0,18289.4,15.21
1401,"ДЕТ-001401","ДетиНеВыносят","Комбинезоны",361,2160020.0,688398.0,31.87
4922,"ДЕТ-004922","ДетиНеВыносят","Пижамы",34,347660.0,137504.0,39.55
3645,"ДЕТ-003645","ДетиПоносят","Футболки",1,4230.0,1069.5,25.28
158,"ДЕТ-000158","ДетиНосят","Штаны",43,331590.0,86994.0,26.24
569,"ДЕТ-000569","ДетиПоносят","Штаны",28,100430.0,35124.0,34.97
1702,"ДЕТ-001702","ДетиПоносят","Худи",15,36920.0,14309.6,38.76
2195,"ДЕТ-002195","ДетиПоносят","Штаны",16,73130.0,27353.0,37.40
1462,"ДЕТ-001462","ДетиНосят","Комбинезоны",62,560330.0,283654.4,50.62
3546,"ДЕТ-003546","ДетиНеВыносят","Комбинезоны",15,30830.0,11929.0,38.69
3991,"ДЕТ-003991","ДетиНеВыносят","Штаны",107,137670.0,32703.5,23.75
4554,"ДЕТ-004554","ДетиНеВыносят","Штаны",6,58030.0,29925.0,51.57
876,"ДЕТ-000876","ДетиПоносят","Комбинезоны",255,1916230.0,874107.4,45.62
1515,"ДЕТ-001515","ДетиНосят","Штаны",11,106650.0,55824.0,52.34
3001,"ДЕТ-003001","ДетиПоносят","Комбинезоны",111,438560.0,166205.0,37.90
135,"ДЕТ-000135","ДетиНеВыносят","Куртки",84,615880.0,249876.0,40.57
3350,"ДЕТ-003350","ДетиПоносят","Худи",1,6480.0,3075.4,47.46
57,"ДЕТ-000057","ДетиНеВыносят","Комбинезоны",117,220280.0,57134.0,25.94
1965,"ДЕТ-001965","ДетиНеВыносят","Худи",132,1028920.0,417168.0,40.54
550,"ДЕТ-000550","ДетиПоносят","Штаны",210,1586540.0,582342.8,36.71
1751,"ДЕТ-001751","ДетиНеВыносят","Худи",34,25560.0,7772.0,30.41
571,"ДЕТ-000571","ДетиНосят","Пижамы",31,166470.0,63004.4,37.85
1869,"ДЕТ-001869","ДетиНосят","Худи",70,306250.0,140682.5,45.94
95,"ДЕТ-000095","ДетиНосят","Куртки",27,57860.0,16561.0,28.62
4817,"ДЕТ-004817","ДетиНосят","Футболки",14,44240.0,17623.2,39.84
4549,"ДЕТ-004549","ДетиНеВыносят","Комбинезоны",112,177330.0,49482.5,27.90
18,"ДЕТ-000018","ДетиПоносят","Футболки",38,191500.0,82025.0,42.83
2571,"ДЕТ-002571","ДетиНеВыносят","Комбинезоны",77,327360.0,139502.0,42.61
4098,"ДЕТ-004098","ДетиПоносят","Футболки",209,743810.0,358817.8,48.24
2193,"ДЕТ-002193","ДетиНеВыносят","Комбинезоны",35,128840.0,54929.2,42.63
109,"ДЕТ-000109","ДетиНеВыносят","Куртки",77,64350.0,14487.0,22.51
2934,"ДЕТ-002934","ДетиНосят","Штаны",20,224200.0,119176.0,53.16
611,"ДЕТ-000611","ДетиНосят","Куртки",3,10440.0,5712.0,54.71
4894,"ДЕТ-004894","ДетиНеВыносят","Худи",163,1155240.0,444054.0,38.44
392,"ДЕТ-000392","ДетиПоносят","Пижамы",153,1273530.0,572427.0,44.95
126,"ДЕТ-000126","ДетиНеВыносят","Футболки",87,239020.0,64544.0,27.00
350,"ДЕТ-000350","ДетиНеВыносят","Комбинезоны",498,2549780.0,830381.6,32.57
177,"ДЕТ-000177","ДетиНеВыносят","Футболки",16,123160.0,36944.0,30.00
2423,"ДЕТ-002423","ДетиНосят","Пижамы",92,588240.0,191436.0,32.54
3354,"ДЕТ-003354","ДетиНосят","Пижамы",61,144620.0,60313.0,41.70
4469,"ДЕТ-004469","ДетиНеВыносят","Футболки",116,822810.0,281324.5,34.19
2007,"ДЕТ-002007","ДетиНосят","Пижамы",39,366900.0,183642.0,50.05
3706,"ДЕТ-003706","ДетиНеВыносят","Комбинезоны",10,77500.0,32795.0,42.32
369,"ДЕТ-000369","ДетиПоносят","Худи",9,28860.0,12873.0,44.60
1509,"ДЕТ-001509","ДетиНеВыносят","Худи",33,94320.0,46575.0,49.38
1358,"ДЕТ-001358","ДетиПоносят","Комбинезоны",175,947380.0,505394.4,53.35
4680,"ДЕТ-004680","ДетиНеВыносят","Штаны",54,120400.0,27416.0,22.77
4439,"ДЕТ-004439","ДетиНеВыносят","Футболки",26,89360.0,24246.0,27.13
4394,"ДЕТ-004394","ДетиНосят","Футболки",179,593980.0,232102.0,39.08
1245,"ДЕТ-001245","ДетиНосят","Штаны",6,15510.0,3624.0,23.37
4194,"ДЕТ-004194","ДетиНосят","Комбинезоны",134,1185560.0,505494.0,42.64
1273,"ДЕТ-001273","ДетиНосят","Куртки",4,9160.0,4464.8,48.74
421,"ДЕТ-000421","ДетиНеВыносят","Пижамы",6,14490.0,5347.2,36.90
3883,"ДЕТ-003883","ДетиНеВыносят","Штаны",18,42240.0,13974.0,33.08
502,"ДЕТ-000502","ДетиНеВыносят","Худи",36,156170.0,81297.0,52.06
2001,"ДЕТ-002001","ДетиНеВыносят","Комбинезоны",27,232370.0,122571.0,52.75
1237,"ДЕТ-001237","ДетиНеВыносят","Комбинезоны",141,124130.0,24012.5,19.34
2621,"ДЕТ-002621","ДетиПоносят","Комбинезоны",72,680950.0,355660.0,52.23
3997,"ДЕТ-003997","ДетиНеВыносят","Куртки",55,197550.0,63651.0,32.22
1259,"ДЕТ-001259","ДетиНеВыносят","Штаны",64,144960.0,51276.8,35.37
1842,"ДЕТ-001842","ДетиНосят","Футболки",194,614160.0,216874.0,35.31
128,"ДЕТ-000128","ДетиНосят","Комбинезоны",150,1298860.0,519788.0,40.02
1088,"ДЕТ-001088","ДетиНосят","Футболки",25,38650.0,18937.0,49.00
2209,"ДЕТ-002209","ДетиНосят","Пижамы",174,509110.0,139592.2,27.42
3957,"ДЕТ-003957","ДетиНосят","Худи",25,192500.0,105025.0,54.56
4552,"ДЕТ-004552","ДетиПоносят","Футболки",81,566230.0,234245.5,41.37
2069,"ДЕТ-002069","ДетиНеВыносят","Куртки",80,160960.0,56544.0,35.13
2116,"ДЕТ-002116","ДетиНосят","Худи",13,137230.0,63904.5,46.57
1812,"ДЕТ-001812","ДетиНеВыносят","Футболки",167,977570.0,325425.5,33.29
1185,"ДЕТ-001185","ДетиНеВыносят","Комбинезоны",43,403270.0,188252.6,46.68
2151,"ДЕТ-002151","ДетиПоносят","Куртки",11,27100.0,10815.0,39.91
1976,"ДЕТ-001976","ДетиПоносят","Куртки",87,439380.0,170937.0,38.90
4182,"ДЕТ-004182","ДетиНеВыносят","Пижамы",43,66670.0,27192.4,40.79
2914,"ДЕТ-002914","ДетиНосят","Пижамы",36,202620.0,86973.6,42.92
2607,"ДЕТ-002607","ДетиПоносят","Штаны",83,597890.0,206667.5,34.57
2573,"ДЕТ-002573","ДетиПоносят","Футболки",227,1907220.0,741945.0,38.90
2632,"ДЕТ-002632","ДетиНеВыносят","Худи",124,130630.0,40191.0,30.77
2578,"ДЕТ-002578","ДетиНосят","Пижамы",62,510020.0,228545.0,44.81
4133,"ДЕТ-004133","ДетиПоносят","Штаны",38,54940.0,20300.0,36.95
2379,"ДЕТ-002379","ДетиНеВыносят","Штаны",157,1217450.0,477369.0,39.21
3499,"ДЕТ-003499","ДетиНеВыносят","Пижамы",144,415250.0,123929.0,29.84
3868,"ДЕТ-003868","ДетиНосят","Штаны",99,898060.0,395467.0,44.04
3945,"ДЕТ-003945","ДетиНеВыносят","Комбинезоны",98,145920.0,46154.4,31.63
1344,"ДЕТ-001344","ДетиНосят","Куртки",32,140080.0,52096.0,37.19
2398,"ДЕТ-002398","ДетиНосят","Куртки",171,898610.0,402606.8,44.80
4409,"ДЕТ-004409","ДетиНеВыносят","Футболки",40,329130.0,120766.6,36.69
2065,"ДЕТ-002065","ДетиНосят","Худи",1,5780.0,1752.0,30.31
1938,"ДЕТ-001938","ДетиПоносят","Штаны",14,108420.0,55340.0,51.04
4995,"ДЕТ-004995","ДетиНеВыносят","Комбинезоны",77,417300.0,208681.0,50.01
687,"ДЕТ-000687","ДетиНосят","Пижамы",61,125160.0,47984.0,38.34
3979,"ДЕТ-003979","ДетиНеВыносят","Худи",15,55740.0,21021.0,37.71
2750,"ДЕТ-002750","ДетиНосят","Штаны",27,107610.0,59832.0,55.60
1548,"ДЕТ-001548","ДетиНеВыносят","Пижамы",45,370390.0,174794.8,47.19
4567,"ДЕТ-004567","ДетиПоносят","Штаны",140,155340.0,61059.0,39.31
1431,"ДЕТ-001431","ДетиНосят","Комбинезоны",13,92600.0,39669.0,42.84
659,"ДЕТ-000659","ДетиНосят","Комбинезоны",116,695040.0,214016.0,30.79
4136,"ДЕТ-004136","ДетиПоносят","Куртки",13,47330.0,20653.0,43.64
1079,"ДЕТ-001079","ДетиНосят","Куртки",1,4540.0,1001.8,22.07
4491,"ДЕТ-004491","ДетиНеВыносят","Худи",57,507330.0,186072.6,36.68
708,"ДЕТ-000708","ДетиНосят","Пижамы",9,24010.0,12879.0,53.64
1630,"ДЕТ-001630","ДетиПоносят","Футболки",3,15870.0,6079.5,38.31
4267,"ДЕТ-004267","ДетиНеВыносят","Штаны",28,164660.0,42369.2,25.73
140,"ДЕТ-000140","ДетиНосят","Футболки",172,1128870.0,460377.6,40.78
1786,"ДЕТ-001786","ДетиНеВыносят","Футболки",52,166110.0,67830.2,40.83
851,"ДЕТ-000851","ДетиНосят","Комбинезоны",85,560190.0,206395.8,36.84
456,"ДЕТ-000456","ДетиНеВыносят","Куртки",52,341580.0,154262.4,45.16
4297,"ДЕТ-004297","ДетиНосят","Пижамы",26,163870.0,64303.4,39.24
3647,"ДЕТ-003647","ДетиНеВыносят","Куртки",216,790900.0,368104.0,46.54
3246,"ДЕТ-003246","ДетиПоносят","Куртки",64,178450.0,66909.0,37.49
2531,"ДЕТ-002531","ДетиПоносят","Штаны",408,930440.0,435506.0,46.81
3859,"ДЕТ-003859","ДетиПоносят","Пижамы",40,274380.0,132023.0,48.12
91,"ДЕТ-000091","ДетиНеВыносят","Куртки",195,159430.0,28679.0,17.99
542,"ДЕТ-000542","ДетиНеВыносят","Куртки",87,910960.0,389903.0,42.80
2985,"ДЕТ-002985","ДетиНеВыносят","Комбинезоны",291,1106200.0,420835.0,38.04
4358,"ДЕТ-004358","ДетиНосят","Футболки",121,899330.0,266760.6,29.66
3886,"ДЕТ-003886","ДетиНосят","Худи",52,320520.0,94658.4,29.53
1918,"ДЕТ-001918","ДетиНосят","Комбинезоны",21,100750.0,25790.0,25.60
3799,"ДЕТ-003799","ДетиНеВыносят","Комбинезоны",67,342530.0,181781.0,53.07
1181,"ДЕТ-001181","ДетиНеВыносят","Комбинезоны",57,346130.0,125272.4,36.19
194,"ДЕТ-000194","ДетиНосят","Худи",63,585690.0,242692.8,41.44
2894,"ДЕТ-002894","ДетиПоносят","Комбинезоны",121,971770.0,337164.5,34.70
3977,"ДЕТ-003977","ДетиНосят","Комбинезоны",78,617690.0,300597.2,48.66
310,"ДЕТ-000310","ДетиНеВыносят","Футболки",64,534060.0,225264.0,42.18
2643,"ДЕТ-002643","ДетиПоносят","Худи",42,299200.0,118828.0,39.72
19,"ДЕТ-000019","ДетиНосят","Штаны",14,60960.0,28566.0,46.86
4785,"ДЕТ-004785","ДетиНосят","Комбинезоны",7,33090.0,14290.0,43.19
1216,"ДЕТ-001216","ДетиПоносят","Куртки",35,63220.0,24407.0,38.61
2445,"ДЕТ-002445","ДетиНеВыносят","Худи",43,353060.0,118813.0,33.65
3776,"ДЕТ-003776","ДетиПоносят","Штаны",112,874250.0,393672.5,45.03
42,"ДЕТ-000042","ДетиНеВыносят","Футболки",18,140930.0,62874.5,44.61
3298,"ДЕТ-003298","ДетиНеВыносят","Худи",128,568250.0,190148.5,33.46
670,"ДЕТ-000670","ДетиПоносят","Футболки",21,146280.0,57852.0,39.55
944,"ДЕТ-000944","ДетиНосят","Штаны",207,1856400.0,861390.0,46.40
4633,"ДЕТ-004633","ДетиПоносят","Пижамы",2,5380.0,2211.0,41.10
2225,"ДЕТ-002225","ДетиПоносят","Пижамы",102,884990.0,333603.8,37.70
4080,"ДЕТ-004080","ДетиНосят","Пижамы",80,172450.0,70262.5,40.74
356,"ДЕТ-000356","ДетиПоносят","Комбинезоны",212,1328530.0,535014.4,40.27
1962,"ДЕТ-001962","ДетиНеВыносят","Комбинезоны",67,181460.0,63405.8,34.94
2513,"ДЕТ-002513","ДетиНосят","Футболки",174,514600.0,235870.0,45.84
4383,"ДЕТ-004383","ДетиПоносят","Пижамы",14,103090.0,43554.5,42.25
1517,"ДЕТ-001517","ДетиНосят","Куртки",5,41920.0,19679.4,46.95
2002,"ДЕТ-002002","ДетиНосят","Футболки",106,271310.0,96016.2,35.39
3897,"ДЕТ-003897","ДетиНосят","Футболки",148,1729970.0,780284.0,45.10
3660,"ДЕТ-003660","ДетиНеВыносят","Футболки",7,14980.0,4170.6,27.84
729,"ДЕТ-000729","ДетиНеВыносят","Комбинезоны",133,493660.0,240671.0,48.75
4936,"ДЕТ-004936","ДетиНосят","Штаны",45,147130.0,70340.5,47.81
441,"ДЕТ-000441","ДетиПоносят","Футболки",29,49350.0,18428.5,37.34
3915,"ДЕТ-003915","ДетиПоносят","Худи",94,946630.0,486871.0,51.43
2972,"ДЕТ-002972","ДетиНеВыносят","Пижамы",136,569690.0,229191.2,40.23
1119,"ДЕТ-001119","ДетиНосят","Комбинезоны",44,224310.0,52068.0,23.21
2480,"ДЕТ-002480","ДетиПоносят","Футболки",36,106570.0,33452.5,31.39
3623,"ДЕТ-003623","ДетиПоносят","Штаны",124,850400.0,318136.0,37.41
875,"ДЕТ-000875","ДетиПоносят","Пижамы",9,28570.0,15336.0,53.68
3029,"ДЕТ-003029","ДетиНеВыносят","Пижамы",4,13680.0,5472.0,40.00
3056,"ДЕТ-003056","ДетиПоносят","Футболки",219,987770.0,368029.4,37.26
3377,"ДЕТ-003377","ДетиНосят","Куртки",31,65730.0,33210.0,50.52
752,"ДЕТ-000752","ДетиНеВыносят","Худи",266,192000.0,62652.0,32.63
3256,"ДЕТ-003256","ДетиПоносят","Штаны",49,451310.0,240167.0,53.22
1026,"ДЕТ-001026","ДетиПоносят","Пижамы",59,372830.0,153714.0,41.23
3729,"ДЕТ-003729","ДетиПоносят","Пижамы",22,156220.0,81857.6,52.40
1411,"ДЕТ-001411","ДетиНосят","Комбинезоны",22,183960.0,77850.0,42.32
4364,"ДЕТ-004364","ДетиПоносят","Комбинезоны",82,635830.0,231018.6,36.33
4672,"ДЕТ-004672","ДетиНосят","Куртки",65,502600.0,208655.0,41.52
2846,"ДЕТ-002846","ДетиНеВыносят","Пижамы",159,1219400.0,527604.0,43.27
3687,"ДЕТ-003687","ДетиНосят","Штаны",2,15600.0,5846.0,37.47
1324,"ДЕТ-001324","ДетиПоносят","Штаны",20,265670.0,152069.6,57.24
1400,"ДЕТ-001400","ДетиНеВыносят","Штаны",28,33620.0,14213.6,42.28
2526,"ДЕТ-002526","ДетиНеВыносят","Комбинезоны",162,734830.0,286498.6,38.99
4564,"ДЕТ-004564","ДетиПоносят","Куртки",75,108050.0,26142.5,24.19
4113,"ДЕТ-004113","ДетиНосят","Пижамы",22,55100.0,24420.0,44.32
3872,"ДЕТ-003872","ДетиПоносят","Комбинезоны",18,103340.0,33042.8,31.97
4032,"ДЕТ-004032","ДетиПоносят","Пижамы",91,542500.0,231091.0,42.60
972,"ДЕТ-000972","ДетиПоносят","Футболки",100,1054720.0,504812.0,47.86
2217,"ДЕТ-002217","ДетиНеВыносят","Пижамы",144,884070.0,288787.5,32.67
4048,"ДЕТ-004048","ДетиПоносят","Комбинезоны",118,944800.0,434000.0,45.94
3264,"ДЕТ-003264","ДетиНосят","Худи",118,778050.0,305196.0,39.23
531,"ДЕТ-000531","ДетиПоносят","Штаны",43,235820.0,85078.0,36.08
159,"ДЕТ-000159","ДетиНеВыносят","Худи",11,11640.0,2515.8,21.61
665,"ДЕТ-000665","ДетиНосят","Худи",22,29800.0,11792.0,39.57
731,"ДЕТ-000731","ДетиПоносят","Пижамы",38,142010.0,62184.2,43.79
84,"ДЕТ-000084","ДетиНосят","Куртки",78,660250.0,299210.5,45.32
1434,"ДЕТ-001434","ДетиПоносят","Худи",16,136170.0,59321.0,43.56
3076,"ДЕТ-003076","ДетиПоносят","Футболки",214,738170.0,364967.0,49.44
3531,"ДЕТ-003531","ДетиПоносят","Штаны",22,26050.0,6842.0,26.26
