"sku_id","brand","category","units_sold","revenue","cost","logistics","profit","margin_percent"
4877,"ДетиПоносят","Штаны",26,39620.0,18018,5746,8724.4,22.02
195,"ДетиНеВыносят","Пижамы",21,128270.0,57708,2835,52334.6,40.80
558,"ДетиПоносят","Худи",40,45910.0,19120,2880,14728.0,32.08
263,"ДетиНеВыносят","Пижамы",61,589560.0,210389,11163,297260.8,50.42
11,"ДетиНосят","Куртки",51,96630.0,34833,6375,40927.5,42.35
1970,"ДетиНеВыносят","Футболки",24,245290.0,89784,2160,109193.8,44.52
4035,"ДетиНосят","Футболки",181,914500.0,367068,37648,326884.0,35.74
803,"ДетиНосят","Худи",27,206310.0,72900,2700,99763.5,48.36
3590,"ДетиНосят","Комбинезоны",30,137130.0,48420,6300,57726.6,42.10
2816,"ДетиПоносят","Штаны",162,226530.0,108378,16200,61176.6,27.01
1777,"ДетиНеВыносят","Футболки",46,110800.0,59524,6992,30988.0,27.97
2814,"ДетиПоносят","Худи",65,70660.0,30485,14820,11223.0,15.88
2307,"ДетиНосят","Штаны",43,255570.0,119110,9589,96202.6,37.64
4928,"ДетиНосят","Футболки",94,221980.0,102084,7802,89896.0,40.50
4581,"ДетиНеВыносят","Футболки",25,59030.0,20500,4675,25000.5,42.35
3719,"ДетиПоносят","Футболки",107,150650.0,71369,11449,52767.0,35.03
116,"ДетиНосят","Пижамы",370,1733560.0,784400,61420,541028.0,31.21
4084,"ДетиНеВыносят","Комбинезоны",51,211200.0,79611,4386,89187.0,42.23
1300,"ДетиНосят","Штаны",66,41110.0,20658,8184,6101.5,14.84
3854,"ДетиПоносят","Пижамы",37,40000.0,13061,6179,16760.0,41.90
3094,"ДетиНосят","Куртки",152,1488430.0,572888,9424,682853.5,45.88
3177,"ДетиНосят","Пижамы",43,267910.0,121432,4429,93825.2,35.02
3312,"ДетиПоносят","Футболки",62,469340.0,157542,4712,260152.0,55.43
1394,"ДетиНеВыносят","Худи",26,287920.0,102336,3484,147549.6,51.25
1710,"ДетиНеВыносят","Штаны",2,12520.0,5876,368,4773.6,38.13
1022,"ДетиНосят","Куртки",4,3320.0,2008,208,440.0,13.25
3925,"ДетиПоносят","Пижамы",1,4770.0,2253,106,1695.5,35.55
1696,"ДетиПоносят","Штаны",61,68600.0,22387,11346,26635.0,38.83
4080,"ДетиНосят","Пижамы",80,172450.0,70320,6000,70262.5,40.74
2209,"ДетиНосят","Пижамы",174,509110.0,246906,30972,139592.2,27.42
2204,"ДетиНеВыносят","Худи",495,1111100.0,381645,96030,466760.0,42.01
4766,"ДетиНеВыносят","Комбинезоны",119,417960.0,194446,9996,171722.0,41.09
147,"ДетиПоносят","Комбинезоны",64,145190.0,61312,4736,64623.0,44.51
605,"ДетиНеВыносят","Штаны",14,120390.0,52150,1218,42944.0,35.67
2683,"ДетиПоносят","Худи",15,17770.0,9015,1620,5358.0,30.15
3375,"ДетиНеВыносят","Пижамы",17,106070.0,50728,1037,35212.4,33.20
1086,"ДетиНосят","Худи",3,8760.0,4575,366,2067.0,23.60
2972,"ДетиНеВыносят","Пижамы",136,569690.0,241808,30328,229191.2,40.23
980,"ДетиНеВыносят","Куртки",2,6860.0,3230,280,2115.2,30.83
2719,"ДетиНосят","Штаны",16,95170.0,44784,1376,29976.0,31.50
4327,"ДетиПоносят","Куртки",28,191130.0,70056,6300,86104.5,45.05
1884,"ДетиПоносят","Футболки",70,483250.0,235410,11620,178230.0,36.88
697,"ДетиНосят","Худи",25,106630.0,43050,3000,44585.5,41.81
1853,"ДетиНосят","Комбинезоны",142,994960.0,471156,30246,374162.8,37.61
4779,"ДетиПоносят","Худи",12,76860.0,33444,1380,32812.8,42.69
3053,"ДетиНеВыносят","Худи",46,282100.0,125258,7360,121272.0,42.99
2319,"ДетиНеВыносят","Пижамы",8,17850.0,7400,1224,6013.0,33.69
2592,"ДетиНосят","Худи",99,138560.0,63756,19206,30657.2,22.13
1578,"ДетиНосят","Футболки",19,141860.0,49799,4712,61814.2,43.57
514,"ДетиПоносят","Куртки",68,452340.0,164288,15096,182488.0,40.34
2073,"ДетиПоносят","Комбинезоны",87,201920.0,76734,9309,85589.0,42.39
1198,"ДетиНосят","Комбинезоны",90,168920.0,59220,11250,78179.6,46.28
2355,"ДетиПоносят","Футболки",337,3718000.0,1327106,44484,1788710.0,48.11
819,"ДетиНеВыносят","Пижамы",120,781870.0,368520,21240,274829.5,35.15
2306,"ДетиНосят","Пижамы",141,389090.0,163419,33840,145140.2,37.30
771,"ДетиНосят","Худи",98,355210.0,159740,7448,134740.5,37.93
1536,"ДетиНеВыносят","Куртки",29,23310.0,12499,4321,2993.5,12.84
1244,"ДетиПоносят","Пижамы",36,72740.0,25164,4248,36054.0,49.57
1062,"ДетиПоносят","Футболки",94,497880.0,204356,16732,217046.4,43.59
4656,"ДетиНосят","Комбинезоны",90,145910.0,69660,20070,41589.0,28.50
4266,"ДетиПоносят","Пижамы",22,174460.0,56562,2662,80344.0,46.05
1564,"ДетиНосят","Худи",55,334720.0,134640,12540,137332.0,41.03
851,"ДетиНосят","Комбинезоны",85,560190.0,238000,14960,206395.8,36.84
2114,"ДетиПоносят","Худи",98,766360.0,320068,9506,283514.0,36.99
1218,"ДетиПоносят","Пижамы",184,276460.0,124936,37168,86710.0,31.36
150,"ДетиНеВыносят","Комбинезоны",27,93050.0,33480,4509,45756.0,49.17
4251,"ДетиНеВыносят","Штаны",94,285320.0,101426,5076,127460.4,44.67
959,"ДетиНеВыносят","Худи",158,1338340.0,520610,29546,547282.8,40.89
4247,"ДетиПоносят","Куртки",384,728210.0,350592,40320,228066.5,31.32
2243,"ДетиПоносят","Худи",72,446020.0,152856,11448,192512.0,43.16
1648,"ДетиНеВыносят","Футболки",35,138430.0,52710,2345,66763.4,48.23
1814,"ДетиПоносят","Комбинезоны",94,640120.0,304654,8742,211502.4,33.04
3397,"ДетиПоносят","Футболки",20,196130.0,75100,1260,80544.0,41.07
1962,"ДетиНеВыносят","Комбинезоны",67,181460.0,80601,15678,63405.8,34.94
4900,"ДетиНеВыносят","Худи",32,107580.0,41088,5568,39408.0,36.63
2142,"ДетиПоносят","Футболки",84,657420.0,317016,9912,231879.0,35.27
3313,"ДетиПоносят","Штаны",134,320470.0,114838,8442,149119.5,46.53
753,"ДетиПоносят","Куртки",180,1153040.0,392220,17280,570584.0,49.49
1709,"ДетиПоносят","Куртки",25,66830.0,27975,4575,20914.0,31.29
1144,"ДетиНосят","Куртки",219,590260.0,299154,51027,169247.8,28.67
2478,"ДетиНосят","Худи",118,387280.0,164610,16874,128340.0,33.14
3417,"ДетиПоносят","Худи",119,808440.0,390558,19397,317641.0,39.29
4963,"ДетиПоносят","Куртки",57,449790.0,161310,10032,233469.0,51.91
4146,"ДетиПоносят","Пижамы",29,146940.0,54085,2929,72293.2,49.20
3858,"ДетиНеВыносят","Худи",55,39800.0,20240,4345,9245.0,23.23
1012,"ДетиПоносят","Куртки",81,454080.0,215865,11664,158439.0,34.89
2789,"ДетиНеВыносят","Куртки",104,743520.0,399256,18304,214432.0,28.84
693,"ДетиНосят","Комбинезоны",95,840990.0,290130,13775,452986.0,53.86
2100,"ДетиПоносят","Комбинезоны",281,432900.0,228453,44398,116759.0,26.97
687,"ДетиНосят","Пижамы",61,125160.0,50508,14152,47984.0,38.34
3168,"ДетиНеВыносят","Футболки",78,148070.0,55458,15834,59009.6,39.85
4225,"ДетиПоносят","Комбинезоны",68,347840.0,170748,11628,123723.2,35.57
979,"ДетиНеВыносят","Худи",183,1119710.0,400221,28365,523167.5,46.72
4901,"ДетиНеВыносят","Худи",250,1972870.0,673250,40750,864296.0,43.81
2925,"ДетиПоносят","Штаны",46,267900.0,100464,3036,116178.0,43.37
3547,"ДетиПоносят","Пижамы",22,146680.0,61424,2750,60504.0,41.25
4140,"ДетиНеВыносят","Комбинезоны",16,69620.0,24464,3616,27616.0,39.67
3777,"ДетиНеВыносят","Куртки",37,64180.0,23347,3219,29912.4,46.61
191,"ДетиНосят","Пижамы",39,52740.0,18798,3393,20001.0,37.92
4705,"ДетиПоносят","Худи",53,399390.0,148135,5035,198293.2,49.65
2903,"ДетиПоносят","Пижамы",29,94260.0,40136,5452,34533.0,36.64
4062,"ДетиПоносят","Комбинезоны",81,404760.0,144261,13770,173872.2,42.96
4703,"ДетиНосят","Куртки",60,121760.0,47280,11640,38488.0,31.61
3069,"ДетиПоносят","Худи",135,1094590.0,484245,16335,429821.5,39.27
216,"ДетиПоносят","Куртки",140,617240.0,286440,31640,206574.0,33.47
287,"ДетиПоносят","Пижамы",30,184930.0,85260,6180,71298.4,38.55
2947,"ДетиНосят","Худи",37,388370.0,130610,2553,216370.0,55.71
644,"ДетиПоносят","Пижамы",23,206230.0,77119,5290,82575.0,40.04
302,"ДетиПоносят","Комбинезоны",69,663050.0,249573,14904,279224.0,42.11
1725,"ДетиПоносят","Комбинезоны",55,511980.0,218405,9130,233247.0,45.56
1108,"ДетиПоносят","Худи",16,57280.0,26800,3872,16297.6,28.45
2889,"ДетиНеВыносят","Куртки",57,62880.0,23769,13680,19143.0,30.44
2414,"ДетиПоносят","Пижамы",21,190800.0,79695,2016,74745.0,39.17
2499,"ДетиНеВыносят","Пижамы",37,203810.0,72779,7918,86427.2,42.41
2402,"ДетиПоносят","Куртки",27,38080.0,17901,1539,14832.0,38.95
2226,"ДетиПоносят","Куртки",109,268890.0,97882,10464,106766.0,39.71
1690,"ДетиПоносят","Худи",21,108030.0,50610,4410,36805.5,34.07
4322,"ДетиНосят","Комбинезоны",42,194740.0,78456,3276,89639.2,46.03
2966,"ДетиНеВыносят","Худи",101,561670.0,202606,16463,275200.6,49.00
3691,"ДетиПоносят","Пижамы",148,784850.0,360084,33448,250045.0,31.86
4128,"ДетиНеВыносят","Штаны",103,572500.0,209193,23484,253948.0,44.36
1844,"ДетиНеВыносят","Комбинезоны",169,529320.0,242515,35490,198383.0,37.48
98,"ДетиПоносят","Пижамы",20,92440.0,44360,3320,33667.2,36.42
3496,"ДетиПоносят","Худи",95,655720.0,334210,12920,229903.6,35.06
3840,"ДетиПоносят","Штаны",31,258370.0,84661,2480,132473.5,51.27
2157,"ДетиНосят","Худи",281,2165080.0,839347,19670,916348.6,42.32
2604,"ДетиНеВыносят","Куртки",118,733780.0,266562,26550,352614.4,48.05
4847,"ДетиПоносят","Штаны",333,1931750.0,1015983,47952,481465.0,24.92
888,"ДетиПоносят","Футболки",101,783030.0,318049,15352,355665.4,45.42
1840,"ДетиНосят","Куртки",21,84970.0,36309,1134,30533.0,35.93
2506,"ДетиПоносят","Комбинезоны",88,494000.0,163592,7480,248828.0,50.37
2373,"ДетиПоносят","Куртки",175,1495870.0,534100,40250,771933.0,51.60
1386,"ДетиПоносят","Комбинезоны",35,312000.0,114205,2450,139185.0,44.61
1612,"ДетиНосят","Футболки",180,1593700.0,633780,41220,599960.0,37.65
1119,"ДетиНосят","Комбинезоны",44,224310.0,121924,5456,52068.0,23.21
1615,"ДетиПоносят","Худи",11,108240.0,41701,1089,43802.0,40.47
4384,"ДетиНеВыносят","Футболки",23,37640.0,19412,1518,9934.8,26.39
2393,"ДетиПоносят","Худи",249,2020400.0,738036,60756,817528.0,40.46
255,"ДетиНосят","Пижамы",10,17820.0,9620,1500,4561.6,25.60
473,"ДетиНосят","Комбинезоны",3,18600.0,8571,678,7491.0,40.27
3272,"ДетиНеВыносят","Худи",27,88160.0,34614,4023,33654.2,38.17
2175,"ДетиНосят","Футболки",109,294350.0,117393,10464,122340.5,41.56
2525,"ДетиНосят","Куртки",90,254390.0,137430,13950,72483.2,28.49
3341,"ДетиПоносят","Худи",37,116450.0,50875,4699,37586.0,32.28
3176,"ДетиПоносят","Футболки",5,35300.0,14645,565,13030.0,36.91
3468,"ДетиНеВыносят","Куртки",16,132650.0,47152,2096,59525.0,44.87
101,"ДетиНеВыносят","Футболки",107,405550.0,154936,9202,200857.0,49.53
604,"ДетиНосят","Штаны",48,287710.0,100848,11376,146715.0,50.99
3024,"ДетиНосят","Штаны",38,47100.0,16530,5776,19142.0,40.64
1487,"ДетиНеВыносят","Комбинезоны",23,111530.0,43401,1932,46121.6,41.35
3756,"ДетиПоносят","Худи",14,60560.0,30786,3234,15639.2,25.82
1570,"ДетиПоносят","Штаны",45,314470.0,155925,11070,116028.0,36.90
128,"ДетиНосят","Комбинезоны",150,1298860.0,485850,33450,519788.0,40.02
4893,"ДетиПоносят","Комбинезоны",35,260940.0,86240,7665,135722.2,52.01
2106,"ДетиНеВыносят","Футболки",333,1951120.0,859473,24309,774670.0,39.70
3829,"ДетиНосят","Штаны",191,982450.0,487623,10696,366237.0,37.28
596,"ДетиНосят","Комбинезоны",44,114830.0,58124,7304,37919.0,33.02
2765,"ДетиПоносят","Комбинезоны",278,2241250.0,1034160,43090,715750.0,31.94
4822,"ДетиНеВыносят","Комбинезоны",57,585300.0,210387,5244,264315.0,45.16
1397,"ДетиНеВыносят","Футболки",129,189520.0,65661,24768,70663.0,37.29
585,"ДетиНеВыносят","Пижамы",19,81340.0,29412,1273,34387.0,42.28
4364,"ДетиПоносят","Комбинезоны",82,635830.0,277980,12382,231018.6,36.33
1071,"ДетиНосят","Худи",24,77400.0,33144,5496,24828.0,32.08
4806,"ДетиНосят","Штаны",89,384810.0,132966,18779,194584.0,50.57
685,"ДетиНеВыносят","Штаны",30,44480.0,14670,4500,18638.0,41.90
2263,"ДетиНосят","Штаны",38,132240.0,55442,8588,48374.0,36.58
2739,"ДетиПоносят","Комбинезоны",136,1075260.0,427040,20264,434409.2,40.40
3161,"ДетиНеВыносят","Куртки",19,91960.0,33782,4636,35150.0,38.22
916,"ДетиНеВыносят","Штаны",2,7300.0,2970,432,2803.0,38.40
2633,"ДетиПоносят","Комбинезоны",19,190540.0,72846,2166,81230.8,42.63
1522,"ДетиНеВыносят","Комбинезоны",4,8950.0,3992,460,3424.0,38.26
1484,"ДетиНосят","Комбинезоны",62,518550.0,199516,6324,219371.0,42.30
1202,"ДетиНосят","Худи",133,831320.0,332500,16891,332291.4,39.97
578,"ДетиПоносят","Штаны",19,219530.0,73625,1881,100118.0,45.61
4194,"ДетиНосят","Комбинезоны",134,1185560.0,482668,19564,505494.0,42.64
402,"ДетиНосят","Комбинезоны",18,46130.0,21996,2016,13814.6,29.95
62,"ДетиНеВыносят","Штаны",40,171060.0,63440,5080,76881.0,44.94
2836,"ДетиПоносят","Куртки",212,1452760.0,521944,32860,607404.0,41.81
678,"ДетиНосят","Футболки",10,11670.0,5890,1530,2849.6,24.42
894,"ДетиНеВыносят","Футболки",189,1680150.0,715743,42147,586230.0,34.89
1675,"ДетиПоносят","Футболки",2,15920.0,7652,492,5865.6,36.84
2609,"ДетиНеВыносят","Пижамы",173,1226090.0,429905,31313,580958.5,47.38
1622,"ДетиПоносят","Худи",33,83970.0,36168,6699,24309.0,28.95
2520,"ДетиНосят","Комбинезоны",5,11930.0,5320,960,3860.5,32.36
4075,"ДетиНеВыносят","Футболки",48,368010.0,151440,9120,133848.0,36.37
44,"ДетиНосят","Штаны",67,619720.0,261032,6298,259432.0,41.86
3623,"ДетиПоносят","Штаны",124,850400.0,356376,22816,318136.0,37.41
2415,"ДетиПоносят","Куртки",33,75420.0,25311,7557,33501.6,44.42
2640,"ДетиНосят","Комбинезоны",21,185440.0,64449,2226,81677.0,44.04
3054,"ДетиПоносят","Куртки",105,213820.0,107625,19320,54802.0,25.63
499,"ДетиНосят","Штаны",146,965730.0,412742,17958,361198.6,37.40
3560,"ДетиНосят","Худи",23,260660.0,85790,4370,131401.0,50.41
3525,"ДетиПоносят","Пижамы",156,560060.0,280488,28392,167171.0,29.85
3951,"ДетиПоносят","Худи",60,209080.0,82980,5160,95850.4,45.84
2859,"ДетиПоносят","Комбинезоны",32,202120.0,93920,3040,84948.0,42.03
3750,"ДетиПоносят","Футболки",11,92620.0,38742,649,39336.0,42.47
1451,"ДетиНеВыносят","Пижамы",64,100310.0,38720,11648,39911.0,39.79
477,"ДетиПоносят","Худи",291,563800.0,192933,47433,255778.0,45.37
332,"ДетиПоносят","Пижамы",93,884580.0,360654,13857,377382.0,42.66
4600,"ДетиПоносят","Пижамы",68,297970.0,113220,7072,147881.0,49.63
1603,"ДетиНосят","Штаны",28,95840.0,46032,4648,35576.0,37.12
1641,"ДетиНосят","Штаны",57,94390.0,35682,10146,29684.0,31.45
4210,"ДетиНосят","Худи",101,363330.0,196445,5454,117831.4,32.43
1299,"ДетиПоносят","Пижамы",100,967180.0,397300,12600,412203.0,42.62
1818,"ДетиПоносят","Футболки",5,33750.0,17050,285,9665.0,28.64
1027,"ДетиНеВыносят","Пижамы",108,200180.0,98064,17604,60490.4,30.22
4213,"ДетиНеВыносят","Худи",51,123700.0,50337,11424,47095.0,38.07
4860,"ДетиНеВыносят","Худи",33,229040.0,72369,2739,112704.8,49.21
